Type,"Gene Symbol /Region Name",GRCh37,"HI Score","TS Score",OMIMMorbid,%HI,pLI,LOEUF,"LastEvaluated Date"
Gene,GATA1HGNC:4170,X:48644998-48652718,NoEvidence,NoEvidence,"OMIM Morbid",45.59,0.95,0.32,10/14/2020
Gene,GATA2HGNC:4171,3:128198265-128212044,SufficientEvidence,NoEvidence,"OMIM Morbid",1.46,1,0.34,04/12/2023
Gene,GATA3HGNC:4172,10:8096651-8117161,SufficientEvidence,NoEvidence,"OMIM Morbid",2.99,1,0.38,06/24/2020
Gene,GATA4HGNC:4173,8:11534444-11617511,SufficientEvidence,NoEvidence,"OMIM Morbid",0.87,0.99,0.47,02/08/2017
Gene,GATA6HGNC:4174,18:19749550-19782491,SufficientEvidence,NoEvidence,"OMIM Morbid",4.26,0.95,0.53,06/20/2013
Gene,GATAD1HGNC:29941,7:92076796-92089389,AutosomalRecessive,,"OMIM Morbid",37.42,0.06,1.79,08/22/2016
Gene,GATAD2BHGNC:30778,1:153777201-153895448,SufficientEvidence,NoEvidence,"OMIM Morbid",10.42,1,0.24,12/27/2017
Gene,GBA1HGNC:4177,1:155204243-155214418,AutosomalRecessive,NoEvidence,"OMIM Morbid",52.28,0,0.71,08/22/2016
Gene,GBA2HGNC:18986,9:35736863-35749225,AutosomalRecessive,,"OMIM Morbid",39.8,0,0.77,08/22/2016
Gene,GBE1HGNC:4180,3:81538854-81810796,AutosomalRecessive,NoEvidence,"OMIM Morbid",9.2,0,1.21,08/22/2016
Gene,GCDHHGNC:4189,19:13001943-13010813,AutosomalRecessive,,"OMIM Morbid",60.73,0,0.75,08/22/2016
Gene,GCH1HGNC:4193,14:55308735-55369544,SufficientEvidence,NoEvidence,"OMIM Morbid",28.56,0.36,0.9,02/14/2023
Gene,GCKHGNC:4195,7:44182812-44229038,SufficientEvidence,NoEvidence,"OMIM Morbid",8.08,0,0.87,10/22/2025
Gene,GCSHHGNC:4208,16:81115550-81130000,AutosomalRecessive,,"OMIM Morbid",36.73,0.33,1.54,08/22/2016
Gene,GDF2HGNC:4217,10:48411774-48416908,NoEvidence,NoEvidence,"OMIM Morbid",35.53,0,1.21,10/13/2016
Gene,GDF5HGNC:4220,20:34021145-34042571,SufficientEvidence,NoEvidence,"OMIM Morbid",5.52,0.03,0.71,02/24/2021
Gene,GDI1HGNC:4226,X:153665500-153671814,LittleEvidence,NoEvidence,"OMIM Morbid",30.35,0.99,0.19,06/22/2022
Gene,GEN1HGNC:26881,2:17935136-17970213,SensitivityUnlikely,NoEvidence,OMIM,58.31,0,1.42,02/02/2021
Gene,GFERHGNC:4236,16:2034194-2037750,AutosomalRecessive,NoEvidence,"OMIM Morbid",41.65,0,1.87,08/22/2016
Gene,GFI1HGNC:4237,1:92938600-92952482,NoEvidence,NoEvidence,"OMIM Morbid",28.29,0.05,0.72,07/22/2024
Gene,GFI1BHGNC:4238,9:135820918-135867074,NoEvidence,NoEvidence,"OMIM Morbid",44.81,0.01,0.76,08/27/2025
Gene,GFM1HGNC:13780,3:158362316-158413370,AutosomalRecessive,NoEvidence,"OMIM Morbid",31.6,0,0.83,08/22/2016
Gene,GIGYF2HGNC:11960,2:233562041-233725315,LittleEvidence,NoEvidence,"OMIM Morbid",14.01,1,0.15,08/24/2022
Gene,GIPC3HGNC:18183,19:3585476-3593539,AutosomalRecessive,NoEvidence,"OMIM Morbid",63.46,0,0.96,08/22/2016
Gene,GJA1HGNC:4274,6:121756792-121770873,NoEvidence,NoEvidence,"OMIM Morbid",1.17,0.96,0.52,11/20/2013
Gene,GJA5HGNC:4279,1:147228332-147245455,LittleEvidence,NoEvidence,"OMIM Morbid",8.62,0.5,0.77,02/23/2012
Gene,GJA8HGNC:4281,1:147374921-147381396,NoEvidence,NoEvidence,"OMIM Morbid",52.92,0,1.31,04/08/2025
Gene,GJB2HGNC:4284,13:20761609-20767077,SensitivityUnlikely,NoEvidence,"OMIM Morbid",20.16,0,1.97,05/10/2012
Gene,GJB6HGNC:4288,13:20796101-20806458,NoEvidence,NoEvidence,"OMIM Morbid",21.27,0,1.53,01/30/2014
Gene,GKHGNC:4289,X:30671540-30749579,SufficientEvidence,NoEvidence,"OMIM Morbid",11.79,0.99,0.29,09/06/2012
Gene,GLAHGNC:4296,X:100652791-100662913,SufficientEvidence,NoEvidence,"OMIM Morbid",42.34,1,0.18,03/24/2021
Gene,GLB1HGNC:4298,3:33038109-33138638,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.88,0,0.94,03/25/2015
Gene,GLDCHGNC:4313,9:6532467-6645729,AutosomalRecessive,NoEvidence,"OMIM Morbid",30.92,0,1.09,06/10/2016
Gene,GLI2HGNC:4318,2:121493444-121750229,SufficientEvidence,NoEvidence,"OMIM Morbid",4.89,1,0.37,01/11/2021
Gene,GLI3HGNC:4319,7:42000547-42276808,SufficientEvidence,NoEvidence,"OMIM Morbid",20.82,1,0.3,01/12/2021
Gene,GLIS3HGNC:28510,9:3824127-4300068,AutosomalRecessive,NoEvidence,"OMIM Morbid",2.6,0,0.85,08/22/2016
Gene,GLMNHGNC:14373,1:92711959-92764544,SufficientEvidence,NoEvidence,"OMIM Morbid",14.69,0.01,1.71,07/18/2013
Gene,GLRBHGNC:4329,4:157997302-158093242,AutosomalRecessive,NoEvidence,"OMIM Morbid",35.64,0.46,0.75,08/22/2016
Gene,GLULHGNC:4341,1:182347233-182360925,AutosomalRecessive,NoEvidence,"OMIM Morbid",9.54,1,0.38,06/04/2015
Gene,GMPPAHGNC:22923,2:220363613-220371711,AutosomalRecessive,NoEvidence,"OMIM Morbid",42.18,0,1.09,08/22/2016
Gene,GNAI1HGNC:4384,7:79764147-79855497,NoEvidence,NoEvidence,"OMIM Morbid",1.38,0.86,0.63,03/28/2023
Gene,GNAI3HGNC:4387,1:110091237-110142817,NoEvidence,NoEvidence,"OMIM Morbid",5.51,0.17,1.11,07/18/2013
Gene,GNAO1HGNC:4389,16:56225401-56391356,LittleEvidence,NoEvidence,"OMIM Morbid",7.72,1,0.11,05/10/2022
Gene,GNASHGNC:4392,20:57414803-57486247,SufficientEvidence,NoEvidence,"OMIM Morbid",8.83,1,0.3,01/12/2021
Gene,GNB1HGNC:4396,1:1716725-1822526,LittleEvidence,NoEvidence,"OMIM Morbid",22.4,1,0.22,01/23/2019
Gene,GNPATHGNC:4416,1:231376958-231413719,AutosomalRecessive,,"OMIM Morbid",57.89,0.88,0.57,08/22/2016
Gene,GNRH1HGNC:4419,8:25276774-25282556,AutosomalRecessive,NoEvidence,"OMIM Morbid",8.16,0.33,1.22,08/22/2016
Gene,GNSHGNC:4422,12:65107229-65153186,AutosomalRecessive,,"OMIM Morbid",30.08,0.01,1.54,08/22/2016
Gene,GOLGA2P2YHGNC:16479,Y:26356114-26360978,NoEvidence,NoEvidence,OMIM,‐,‐,‐,08/22/2012
Gene,GORABHGNC:25676,1:170501307-170522975,AutosomalRecessive,NoEvidence,"OMIM Morbid",57.49,0.01,0.8,08/22/2016
Gene,GP1BBHGNC:4440,22:19711062-19712294,AutosomalRecessive,,"OMIM Morbid",78.01,0.01,1.92,08/22/2016
Gene,GP6HGNC:14388,19:55525073-55549632,AutosomalRecessive,NoEvidence,"OMIM Morbid",92.98,0,1.74,08/22/2016
Gene,GPC3HGNC:4451,X:132669773-133119621,SufficientEvidence,NoEvidence,"OMIM Morbid",1.17,1,0.16,01/27/2021
Gene,GPC5HGNC:4453,13:92050875-93519490,NoEvidence,NoEvidence,OMIM,10.35,0,1.12,03/09/2012
Gene,GPC6HGNC:4454,13:93879060-95060274,AutosomalRecessive,NoEvidence,"OMIM Morbid",1.28,1,0.39,11/17/2011
Gene,GPD1HGNC:4455,12:50497791-50505096,AutosomalRecessive,NoEvidence,"OMIM Morbid",31.74,0.01,0.89,08/22/2016
Gene,GPHNHGNC:15465,14:66974865-67648520,LittleEvidence,NoEvidence,"OMIM Morbid",2.69,1,0.24,06/11/2024
Gene,GPIHBP1HGNC:24945,8:144295093-144299044,AutosomalRecessive,,"OMIM Morbid",96.22,0,1.72,08/22/2016
Gene,GPR148HGNC:23623,2:131486643-131487909,NoEvidence,NoEvidence,,87.6,0.33,1.86,04/05/2018
Gene,GPR179HGNC:31371,17:36480454-36499839,AutosomalRecessive,NoEvidence,"OMIM Morbid",79.16,0,0.97,08/22/2016
Gene,GPSM2HGNC:29501,1:109419607-109477167,AutosomalRecessive,NoEvidence,"OMIM Morbid",21.15,0,0.86,08/22/2016
Gene,GPX4HGNC:4556,19:1103993-1106778,AutosomalRecessive,NoEvidence,"OMIM Morbid",34.09,0,1.39,08/22/2016
Gene,GRB10HGNC:4564,7:50657765-50861150,NoEvidence,NoEvidence,OMIM,6.48,1,0.37,03/23/2012
Gene,GREM1HGNC:2001,15:33010205-33037307,NoEvidence,NoEvidence,OMIM,2.63,0.23,0.86,08/20/2020
Gene,GRHPRHGNC:4570,9:37422693-37436987,AutosomalRecessive,NoEvidence,"OMIM Morbid",51.6,0,1.31,08/22/2016
Gene,GRIA3HGNC:4573,X:122318131-122624766,LittleEvidence,NoEvidence,"OMIM Morbid",2.64,1,0.19,03/29/2024
Gene,GRID1HGNC:4575,10:87359309-88126552,NoEvidence,NoEvidence,OMIM,13.06,1,0.4,12/21/2011
Gene,GRIK2HGNC:4580,6:101841584-102517958,AutosomalRecessive,NoEvidence,"OMIM Morbid",2.34,0.99,0.48,09/05/2012
Gene,GRIN2AHGNC:4585,16:9847261-10276765,SufficientEvidence,NoEvidence,"OMIM Morbid",13.34,1,0.27,09/25/2024
Gene,GRIN2BHGNC:4586,12:13690271-14134536,SufficientEvidence,NoEvidence,"OMIM Morbid",10.82,1,0.1,09/25/2019
Gene,GRIN3BHGNC:16768,19:1000418-1009731,SensitivityUnlikely,NoEvidence,OMIM,80.29,0,1.76,02/02/2021
Gene,GRIP1HGNC:18708,12:66741211-67463118,AutosomalRecessive,NoEvidence,"OMIM Morbid",18.89,1,0.42,07/10/2012
Gene,GRM1HGNC:4593,6:146348843-146758737,AutosomalRecessive,,"OMIM Morbid",7.83,1,0.42,08/22/2016
Gene,GRM6HGNC:4598,5:178405328-178422321,AutosomalRecessive,NoEvidence,"OMIM Morbid",55.3,0,1.23,08/22/2016
Gene,GRXCR1HGNC:31673,4:42894730-43032675,AutosomalRecessive,NoEvidence,"OMIM Morbid",33.66,0,1.38,03/06/2018
Gene,GSDMDHGNC:25697,8:144635557-144645232,NoEvidence,NoEvidence,OMIM,90.82,0,1.5,03/27/2024
Gene,GTF2H5HGNC:21157,6:158589382-158620376,AutosomalRecessive,NoEvidence,"OMIM Morbid",30.21,0.01,1.73,08/22/2016
Gene,GTF2IHGNC:4659,7:74072044-74175022,NoEvidence,NoEvidence,OMIM,33.5,1,0.2,08/08/2012
Gene,GTF2IRD1HGNC:4661,7:73868236-74016931,NoEvidence,NoEvidence,OMIM,47.51,1,0.31,10/10/2012
Gene,GTF2IRD2HGNC:30775,7:74210490-74267901,NoEvidence,NoEvidence,OMIM,85.33,0.4,0.87,12/04/2013
Gene,GUCA1CHGNC:4680,3:108626639-108672726,SensitivityUnlikely,NoEvidence,OMIM,74.3,0.01,1.52,02/02/2021
Gene,GUCY2CHGNC:4688,12:14765566-14849533,NoEvidence,NoEvidence,"OMIM Morbid",27.06,0,1.12,09/18/2013
Gene,GUSBHGNC:4696,7:65425671-65447200,AutosomalRecessive,NoEvidence,"OMIM Morbid",64.3,0,0.87,10/12/2015
Gene,GYS2HGNC:4707,12:21689041-21757781,AutosomalRecessive,NoEvidence,"OMIM Morbid",41.21,0,1.28,08/22/2016
Gene,H1-4HGNC:4718,6:26156557-26157343,NoEvidence,NoEvidence,"OMIM Morbid",49.38,0,1.85,07/27/2022
Gene,H19HGNC:4713,11:2016406-2022696,NoEvidence,NoEvidence,OMIM,‐,‐,‐,03/22/2012
Gene,H6PDHGNC:4795,1:9294833-9331396,AutosomalRecessive,NoEvidence,"OMIM Morbid",46.01,0,1.01,08/22/2016
Gene,HBA1HGNC:4823,16:226679-227521,AutosomalRecessive,NoEvidence,"OMIM Morbid",69.88,0.04,1.87,04/19/2012
Gene,HBA2HGNC:4824,16:222875-223709,AutosomalRecessive,NoEvidence,"OMIM Morbid",60.06,0,1.92,07/06/2012
Gene,HCCSHGNC:4837,X:11129452-11141206,SufficientEvidence,NoEvidence,"OMIM Morbid",40.92,0.89,0.41,05/10/2012
Gene,HDAC4HGNC:14063,2:239969864-240323343,LittleEvidence,NoEvidence,"OMIM Morbid",7.56,1,0.19,07/16/2024
Gene,HDAC8HGNC:13315,X:71549366-71792693,SufficientEvidence,NoEvidence,"OMIM Morbid",15.01,0.98,0.3,03/28/2018
Gene,HEXBHGNC:4879,5:73935848-74017113,AutosomalRecessive,,"OMIM Morbid",73.45,0,1.1,08/22/2016
Gene,HFEHGNC:4886,6:26087657-26098571,AutosomalRecessive,NoEvidence,"OMIM Morbid",74.41,0,1.04,04/08/2024
Gene,HFM1HGNC:20193,1:91726323-91870394,AutosomalRecessive,NoEvidence,"OMIM Morbid",42.61,0,1.06,08/22/2016
Gene,HGFHGNC:4893,7:81328326-81399363,AutosomalRecessive,,"OMIM Morbid",0.6,1,0.47,08/22/2016
Gene,HGSNATHGNC:26527,8:42995607-43057998,AutosomalRecessive,,"OMIM Morbid",68.49,0,1,08/22/2016
Gene,HIRAHGNC:4916,22:19318221-19419256,NoEvidence,NoEvidence,OMIM,19.48,1,0.18,08/28/2012
Gene,HIVEP2HGNC:4921,6:143072606-143266313,SufficientEvidence,NoEvidence,"OMIM Morbid",13.96,1,0.11,04/25/2018
Gene,HIVEP3HGNC:13561,1:41972036-42501605,LittleEvidence,NoEvidence,OMIM,41.45,0.91,0.31,01/23/2019
Gene,HJVHGNC:4887,1:145413278-145417543,AutosomalRecessive,,"OMIM Morbid",43.91,0,1.15,08/22/2016
Gene,HLCSHGNC:4976,21:38120926-38362511,AutosomalRecessive,NoEvidence,"OMIM Morbid",90.61,0,0.88,08/22/2016
Gene,HMBSHGNC:4982,11:118955591-118964259,SufficientEvidence,NoEvidence,"OMIM Morbid",5.34,0.81,0.55,01/08/2020
Gene,HMGA2HGNC:5009,12:66218240-66360071,LittleEvidence,NoEvidence,"OMIM Morbid",1.82,0.03,1.69,09/14/2021
Gene,HNF1AHGNC:11621,12:121416346-121440315,SufficientEvidence,NoEvidence,"OMIM Morbid",35.48,0.99,0.48,12/13/2023
Gene,HNF1BHGNC:11630,17:36046434-36105050,SufficientEvidence,NoEvidence,"OMIM Morbid",0.76,1,0.24,12/21/2020
Gene,HNF4AHGNC:5024,20:42984339-43063236,SufficientEvidence,NoEvidence,"OMIM Morbid",0.49,1,0.44,07/23/2025
Gene,HNRNPCHGNC:5035,14:21677306-21737601,LittleEvidence,NoEvidence,"OMIM Morbid",3.15,1,0.26,11/29/2023
Gene,HNRNPDLHGNC:5037,4:83343717-83351615,NoEvidence,NoEvidence,"OMIM Morbid",15.71,0.68,0.58,04/08/2025
Gene,HNRNPKHGNC:5044,9:86582998-86595530,SufficientEvidence,NoEvidence,"OMIM Morbid",2.97,1,0.24,08/23/2023
Gene,HNRNPUHGNC:5048,1:245013599-245027845,SufficientEvidence,NoEvidence,"OMIM Morbid",7.66,1,0.11,11/27/2024
Gene,HOXD13HGNC:5136,2:176957449-176960672,SufficientEvidence,NoEvidence,"OMIM Morbid",2.62,0,0.96,09/23/2020
Gene,HOXD9HGNC:5140,2:176987447-176989665,NoEvidence,NoEvidence,OMIM,2.67,0,1.66,02/22/2012
Gene,HPGDHGNC:5154,4:175411326-175444044,AutosomalRecessive,NoEvidence,"OMIM Morbid",47,0,1.28,08/22/2016
Gene,HPRT1HGNC:5157,X:133594195-133634698,SufficientEvidence,NoEvidence,"OMIM Morbid",8.48,0.94,0.34,01/13/2021
Gene,HPS1HGNC:5163,10:100175955-100206692,AutosomalRecessive,,"OMIM Morbid",60.85,0,0.88,08/22/2016
Gene,HPS3HGNC:15597,3:148847425-148891519,AutosomalRecessive,,"OMIM Morbid",44.42,0,0.69,08/22/2016
Gene,HPSE2HGNC:18374,10:100216834-100995632,AutosomalRecessive,NoEvidence,"OMIM Morbid",3.52,0,0.84,03/12/2015
Gene,HRASHGNC:5173,11:532242-535576,NoEvidence,NoEvidence,"OMIM Morbid",0.08,0.02,0.89,07/15/2024
Gene,HSD17B10HGNC:4800,X:53458206-53461323,NoEvidence,NoEvidence,"OMIM Morbid",21.63,0.94,0.34,09/06/2012
Gene,HSD17B13HGNC:18685,4:88224946-88244034,SensitivityUnlikely,NoEvidence,"OMIM Morbid",70.24,0,1.15,02/02/2021
Gene,HSD17B3HGNC:5212,9:98997588-99064458,AutosomalRecessive,,"OMIM Morbid",73.59,0,0.9,08/22/2016
Gene,HSD17B4HGNC:5213,5:118788192-118878027,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.64,0.01,0.86,03/06/2018
Gene,HSD3B7HGNC:18324,16:30996528-31000468,AutosomalRecessive,NoEvidence,"OMIM Morbid",53.14,0,1.41,08/22/2016
Gene,HSPG2HGNC:5273,1:22148737-22263803,AutosomalRecessive,NoEvidence,"OMIM Morbid",49.81,0,0.6,06/02/2016
Gene,HTN3HGNC:5284,4:70894176-70902255,SensitivityUnlikely,NoEvidence,OMIM,90.63,0,1.89,02/02/2021
Gene,HUWE1HGNC:30892,X:53559057-53713664,NoEvidence,NoEvidence,"OMIM Morbid",10.58,1,0.06,09/26/2018
Gene,HYLS1HGNC:26558,11:125753509-125770541,AutosomalRecessive,,"OMIM Morbid",36.27,0,1.13,08/22/2016
Gene,HYMAIHGNC:5326,6:144326053-144329867,NoEvidence,NoEvidence,OMIM,‐,‐,‐,09/06/2012
Gene,IDSHGNC:5389,X:148558519-148586836,SufficientEvidence,NoEvidence,"OMIM Morbid",14.02,0.95,0.32,11/10/2020
Gene,IDUAHGNC:5391,4:980785-998352,AutosomalRecessive,,"OMIM Morbid",69.73,0,1.35,08/22/2016
Gene,IFT140HGNC:29077,16:1560428-1662073,AutosomalRecessive,,"OMIM Morbid",69.24,0,0.97,08/22/2016
Gene,IFT27HGNC:18626,22:37154255-37172163,AutosomalRecessive,NoEvidence,"OMIM Morbid",55.96,0,1.08,08/22/2016
Gene,IFT43HGNC:29669,14:76452106-76550416,AutosomalRecessive,,"OMIM Morbid",67.39,0,1.28,08/22/2016
Gene,IGF1RHGNC:5465,15:99191768-99507759,SufficientEvidence,NoEvidence,"OMIM Morbid",1.29,1,0.39,11/08/2022
Gene,IGF2HGNC:5466,11:2150342-2170833,NoEvidence,NoEvidence,"OMIM Morbid",79.01,0.96,0.5,03/22/2012
Gene,IGF2RHGNC:5467,6:160390114-160532536,NoEvidence,NoEvidence,"OMIM Morbid",53.96,1,0.42,06/07/2012
Gene,IGHMBP2HGNC:5542,11:68671359-68708069,AutosomalRecessive,NoEvidence,"OMIM Morbid",80.78,0,1.02,08/22/2016
Gene,IGLL1HGNC:5870,22:23915312-23922477,AutosomalRecessive,NoEvidence,"OMIM Morbid",81.01,0,1.84,08/22/2016
Gene,IKBKGHGNC:5961,X:153769453-153793261,SufficientEvidence,NoEvidence,"OMIM Morbid",41.6,0.08,1.37,11/10/2020
Gene,IKZF1HGNC:13176,7:50343660-50472799,SufficientEvidence,NoEvidence,"OMIM Morbid",22.21,1,0.32,10/09/2025
Gene,IL10RAHGNC:5964,11:117857109-117873752,AutosomalRecessive,NoEvidence,"OMIM Morbid",81.79,0,0.9,08/22/2016
Gene,IL17RAHGNC:5985,22:17565890-17596583,AutosomalRecessive,,"OMIM Morbid",84.96,0,0.9,08/22/2016
Gene,IL1RAPL1HGNC:5996,X:28605563-29974835,SufficientEvidence,NoEvidence,"OMIM Morbid",1.75,1,0.2,11/14/2023
Gene,IL21RHGNC:6006,16:27413495-27463363,AutosomalRecessive,NoEvidence,"OMIM Morbid",84.41,0.24,0.63,08/22/2016
Gene,IL2RAHGNC:6008,10:6052652-6104330,AutosomalRecessive,,"OMIM Morbid",67.75,0,0.91,08/22/2016
Gene,IMMP2LHGNC:14598,7:110302700-111202548,SensitivityUnlikely,NoEvidence,OMIM,4.25,0.01,1.76,04/12/2022
Gene,IMPA1HGNC:6050,8:82569149-82598560,NoEvidence,NoEvidence,"OMIM Morbid",39.68,0.2,1.53,02/08/2012
Gene,INPP5EHGNC:21474,9:139323071-139334297,AutosomalRecessive,NoEvidence,"OMIM Morbid",77.32,0,1.18,08/22/2016
Gene,INSHGNC:6081,11:2181009-2182439,NoEvidence,NoEvidence,"OMIM Morbid",80.96,0.02,1.2,03/22/2012
Gene,IQSEC2HGNC:29059,X:53262058-53350548,SufficientEvidence,NoEvidence,"OMIM Morbid",26.16,1,0.13,03/26/2025
Gene,IRAK4HGNC:17967,12:44152754-44183344,AutosomalRecessive,NoEvidence,"OMIM Morbid",45.48,0,1.18,08/22/2016
Gene,IRF2BPLHGNC:14282,14:77490886-77495051,LittleEvidence,NoEvidence,"OMIM Morbid",48.88,0.91,0.55,06/10/2025
Gene,IRF6HGNC:6121,1:209958962-209979487,SufficientEvidence,NoEvidence,"OMIM Morbid",2.03,1,0.21,07/06/2012
Gene,ITCHHGNC:13890,20:32951079-33099578,AutosomalRecessive,,"OMIM Morbid",7.04,1,0.34,08/22/2016
Gene,ITGA3HGNC:6139,17:48133474-48167845,AutosomalRecessive,NoEvidence,"OMIM Morbid",25.55,0,0.69,08/22/2016
Gene,ITGB2HGNC:6155,21:46305868-46348730,AutosomalRecessive,,"OMIM Morbid",59.06,0,0.81,08/22/2016
Gene,ITGB3HGNC:6156,17:45331193-45391109,NoEvidence,NoEvidence,"OMIM Morbid",35.78,0,0.69,08/27/2012
Gene,ITKHGNC:6171,5:156607851-156682195,AutosomalRecessive,NoEvidence,"OMIM Morbid",25.39,0,0.65,08/22/2016
Gene,ITPR1HGNC:6180,3:4535032-4889190,LittleEvidence,NoEvidence,"OMIM Morbid",9.28,1,0.33,10/12/2023
Gene,ITSN1HGNC:6183,21:35014807-35272165,LittleEvidence,NoEvidence,OMIM,24.18,1,0.3,10/08/2024
Gene,IYDHGNC:21071,6:150690148-150727105,AutosomalRecessive,NoEvidence,"OMIM Morbid",67.58,0,1.17,08/22/2016
Gene,JAG1HGNC:6188,20:10618332-10654647,SufficientEvidence,NoEvidence,"OMIM Morbid",1.06,1,0.21,10/19/2020
Gene,JAM3HGNC:15532,11:133938967-134021896,AutosomalRecessive,NoEvidence,"OMIM Morbid",47.11,0,1,06/11/2015
Gene,JARID2HGNC:6196,6:15246300-15522273,EmergingEvidence,NoEvidence,"OMIM Morbid",12.14,1,0.2,06/11/2024
Gene,KANK1HGNC:19309,9:470295-746103,NoEvidence,NoEvidence,"OMIM Morbid",49.74,0,1.15,04/28/2016
Gene,KANSL1HGNC:24565,17:44107282-44302733,SufficientEvidence,NoEvidence,"OMIM Morbid",16.23,1,0.33,04/11/2013
Gene,KARS1HGNC:6215,16:75661622-75681563,AutosomalRecessive,NoEvidence,"OMIM Morbid",2.51,0,0.88,08/22/2016
Gene,KAT6AHGNC:13013,8:41786997-41909505,SufficientEvidence,NoEvidence,"OMIM Morbid",19,1,0.08,03/28/2018
Gene,KAT6BHGNC:17582,10:76585013-76792382,SufficientEvidence,NoEvidence,"OMIM Morbid",7.97,1,0.1,04/25/2018
Gene,KATNAL2HGNC:25387,18:44497557-44628614,LittleEvidence,NoEvidence,OMIM,41.98,0,1.1,11/28/2018
Gene,KCNA2HGNC:6220,1:111136202-111174062,LittleEvidence,NoEvidence,"OMIM Morbid",4.4,0.94,0.54,05/28/2025
Gene,KCNC1HGNC:6233,11:17756328-17804604,LittleEvidence,NoEvidence,"OMIM Morbid",7.34,1,0.36,03/31/2025
Gene,KCNH1HGNC:6250,1:210851656-211307490,NoEvidence,NoEvidence,"OMIM Morbid",22.54,0.81,0.53,06/28/2023
Gene,KCNH2HGNC:6251,7:150642049-150675409,SufficientEvidence,NoEvidence,"OMIM Morbid",8.87,0.06,0.57,02/26/2020
Gene,KCNJ1HGNC:6255,11:128707915-128737191,AutosomalRecessive,NoEvidence,"OMIM Morbid",21.79,0,1.47,03/22/2012
Gene,KCNJ6HGNC:6267,21:38979675-39288760,NoEvidence,NoEvidence,"OMIM Morbid",19.94,0.99,0.48,12/11/2024
Gene,KCNK9HGNC:6283,8:140613081-140715366,NoEvidence,NoEvidence,"OMIM Morbid",43.67,0.98,0.4,02/29/2012
Gene,KCNQ1HGNC:6294,11:2466238-2870340,SufficientEvidence,NoEvidence,"OMIM Morbid",23.28,0,0.92,10/13/2020
Gene,KCNQ1OT1HGNC:6295,11:2629558-2721228,LittleEvidence,NoEvidence,"OMIM Morbid",‐,‐,‐,12/06/2023
Gene,KCNQ2HGNC:6296,20:62031561-62104008,SufficientEvidence,NoEvidence,"OMIM Morbid",39.78,1,0.3,07/18/2013
Gene,KCNV2HGNC:19698,9:2717510-2730037,AutosomalRecessive,,"OMIM Morbid",44.67,0,1.96,08/22/2016
Gene,KCTD7HGNC:21957,7:66093868-66108216,AutosomalRecessive,,"OMIM Morbid",35.12,0,0.9,08/22/2016
Gene,KDM5BHGNC:18039,1:202693623-202778598,LittleEvidence,NoEvidence,"OMIM Morbid",28,0,0.86,01/04/2018
Gene,KDM5CHGNC:11114,X:53205459-53254389,SufficientEvidence,NoEvidence,"OMIM Morbid",11.71,1,0.17,07/27/2023
Gene,KDM6AHGNC:12637,X:44732434-44972024,SufficientEvidence,NoEvidence,"OMIM Morbid",4.72,1,0.16,07/18/2013
Gene,KDM6BHGNC:29012,17:7737535-7758114,SufficientEvidence,NoEvidence,"OMIM Morbid",40.32,1,0.21,10/23/2024
Gene,KERAHGNC:6309,12:91444268-91451801,AutosomalRecessive,,"OMIM Morbid",28.54,0,1.29,08/22/2016
Gene,KHDC3LHGNC:33699,6:74072381-74073894,AutosomalRecessive,,"OMIM Morbid",94.36,0.12,0.96,08/22/2016
Gene,KIF11HGNC:6388,10:94352887-94415152,SufficientEvidence,NoEvidence,"OMIM Morbid",9.02,1,0.18,08/01/2013
Gene,KIF1AHGNC:888,2:241653184-241760820,NoEvidence,NoEvidence,"OMIM Morbid",50.62,1,0.3,08/08/2013
Gene,KIF1CHGNC:6317,17:4901245-4931696,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.84,0,0.61,08/22/2016
Gene,KIF7HGNC:30497,15:90171208-90198698,AutosomalRecessive,NoEvidence,"OMIM Morbid",45.81,0,1.04,08/22/2016
Gene,KIFBPHGNC:23419,10:70748559-70776738,AutosomalRecessive,,"OMIM Morbid",14.57,0,1.02,08/22/2016
Gene,KISS1HGNC:6341,1:204159469-204165619,AutosomalRecessive,,"OMIM Morbid",85.61,0.48,1.56,08/22/2016
Gene,KITHGNC:6342,4:55524124-55606881,SufficientEvidence,NoEvidence,"OMIM Morbid",8.78,1,0.24,05/08/2024
Gene,KLF14HGNC:23025,7:130415525-130418967,NoEvidence,NoEvidence,OMIM,82.59,0,1.73,04/28/2012
Gene,KLF8HGNC:6351,X:55934556-56317964,NoEvidence,NoEvidence,OMIM,60.52,0,1.31,10/12/2012
Gene,KLK12HGNC:6360,19:51532350-51538258,SensitivityUnlikely,NoEvidence,OMIM,83.13,0,1.56,02/02/2021
Gene,KMT2AHGNC:7132,11:118307207-118397547,SufficientEvidence,NoEvidence,"OMIM Morbid",17.01,1,0.07,05/23/2018
Gene,KMT2BHGNC:15840,19:36208905-36229779,SufficientEvidence,NoEvidence,"OMIM Morbid",‐,1,0.13,05/13/2025
Gene,KMT2CHGNC:13726,7:151832010-152133088,SufficientEvidence,NoEvidence,"OMIM Morbid",53.58,1,0.2,01/24/2018
Gene,KMT2DHGNC:7133,12:49412761-49454577,SufficientEvidence,NoEvidence,"OMIM Morbid",17.49,1,0.14,01/23/2020
